ProductName,Air Fryer,Air Fryer Pro,Analog Watch,Analog Watch Pro,Art Supplies Kit,Art Supplies Kit Pro,Backpack,Backpack Pro,Bedsheet Set,Bedsheet Set Pro,Bluetooth Speaker,Bluetooth Speaker Pro,Body Lotion,Body Lotion Pro,Bookmark Set,Bookmark Set Pro,Ceramic Mug Set,Ceramic Mug Set Pro,Cotton T-Shirt,Cotton T-Shirt Pro,Cushion Cover Set,Cushion Cover Set Pro,Cycling Gloves,Cycling Gloves Pro,Denim Jacket,Denim Jacket Pro,Desk Organizer,Desk Organizer Pro,Dumbbell Set,Dumbbell Set Pro,Electric Kettle,Electric Kettle Pro,Face Mask Pack,Face Mask Pack Pro,Face Wash,Face Wash Pro,Fiction Novel,Fiction Novel Pro,Fitness Tracker,Fitness Tracker Pro,Foam Roller,Foam Roller Pro,Football,Football Pro,Formal Shirt,Formal Shirt Pro,Fountain Pen,Fountain Pen Pro,Gym Bag,Gym Bag Pro,Hair Dryer,Hair Dryer Pro,Knife Set,Knife Set Pro,LED Desk Lamp,LED Desk Lamp Pro,Laptop Stand,Laptop Stand Pro,Leather Wallet,Leather Wallet Pro,Lipstick,Lipstick Pro,Mechanical Keyboard,Mechanical Keyboard Pro,Moisturizer,Moisturizer Pro,Non-stick Pan,Non-stick Pan Pro,Notebook Set,Notebook Set Pro,Perfume,Perfume Pro,Phone Case,Phone Case Pro,Planner Diary,Planner Diary Pro,Power Bank,Power Bank Pro,Puzzle Book,Puzzle Book Pro,Resistance Bands,Resistance Bands Pro,Running Shoes,Running Shoes Pro,Shampoo,Shampoo Pro,Sketch Pens,Sketch Pens Pro,Skipping Rope,Skipping Rope Pro,Smart Watch,Smart Watch Pro,Sports Cap,Sports Cap Pro,Sticky Notes,Sticky Notes Pro,Storage Boxes,Storage Boxes Pro,Sunglasses,Sunglasses Pro,Sunscreen,Sunscreen Pro,Trimmer,Trimmer Pro,USB-C Cable,USB-C Cable Pro,Wall Clock,Wall Clock Pro,Water Bottle,Water Bottle Pro,Webcam,Webcam Pro,Winter Hoodie,Winter Hoodie Pro,Wireless Earbuds,Wireless Earbuds Pro,Wireless Mouse,Wireless Mouse Pro,Yoga Mat,Yoga Mat Pro
Air Fryer,1.0,0.362611002542096,0.29204999438089074,0.28692804639332803,0.3058688141449187,0.2948400903257044,0.29724918843283105,0.35098866736330514,0.2897020398682998,0.30257228975347994,0.3189461703391927,0.3160195510689117,0.2770716224888407,0.2613042120982533,0.26009055810479254,0.2290829205767141,0.31923126919402633,0.34324803187604064,0.2428928465661049,0.31945750162265485,0.397979473822459,0.3603317883215533,0.3351627045058222,0.3153209326281641,0.3325586799907042,0.2571064991484193,0.24832777771303438,0.29586875828410064,0.21408806909210892,0.2542632314137841,0.39986059931602524,0.3630732727794874,0.29396169160350427,0.3146756887041774,0.2761290576679756,0.24549384372519784,0.24293487189344712,0.26744788169530664,0.2776942373395871,0.2421329229737118,0.2602017883422027,0.28639951731086627,0.24853951881365724,0.25194658931970704,0.31974270459196935,0.28935567176163757,0.2285141601218196,0.3184179098059453,0.2156187801811421,0.3472148026148275,0.3280252406255358,0.25641729919685996,0.36281576932259496,0.27374765047025157,0.33995802474442227,0.3126401028474515,0.2950278714225708,0.2884093120088741,0.1777088681568011,0.31569065483152126,0.32114642504783447,0.31351873391320373,0.2911803442403254,0.31234828336271325,0.2897272689986904,0.2935426443692921,0.3491979441293285,0.29717843171647246,0.29627603971666905,0.28621867822023406,0.3345437367185059,0.3275703759522942,0.24969508599111184,0.3248425709275552,0.3445838941002734,0.3349446474769435,0.27963851000518447,0.3124939531128776,0.2840072923212011,0.30566170162653283,0.27383328836964915,0.3014287449204627,0.23340313316278688,0.3176257032637645,0.3126995664469826,0.3038987572042438,0.2921526063497234,0.2528925647376774,0.27202802639791995,0.25415670185306755,0.31271602455393965,0.3065707313079477,0.2924740642377679,0.2917191366163885,0.28833889287625836,0.3327510200810603,0.3104411467334698,0.32352347434097783,0.2678447162404044,0.2593070634763193,0.2955398343226383,0.33618678508322863,0.24271018154780605,0.34917637658673284,0.2763106742697674,0.31629062251495565,0.34663349145312294,0.372466266893532,0.26753124418119034,0.3132409689415121,0.28022214810828283,0.2778256305261423,0.23210638369661313,0.2464574927399525,0.3056232236927584,0.3227768428378617,0.32854607907980626,0.24651957964643084,0.27616094716036393,0.31502538208160075
Air Fryer Pro,0.362611002542096,1.0000000000000002,0.314966585162951,0.3047631436498645,0.3278594898858374,0.27767386967565066,0.27933284094401856,0.343444022440882,0.305989973930367,0.30006611739858025,0.3006676612221291,0.2909493551941218,0.32740667002170354,0.2504044610081755,0.2759620508817667,0.26406643172102384,0.4448205790223378,0.37719025934442285,0.2923054545024187,0.37916862327260037,0.3887144933714468,0.30619225672945705,0.2963599613239929,0.2375273423364719,0.3059189636599884,0.4023657807911176,0.3205641973676676,0.3084716884479046,0.30716802104823016,0.34217291065532973,0.27468211241297585,0.36713150802134825,0.2697200576956963,0.29546714134689117,0.32925470877619356,0.2725775615775766,0.2783754770052432,0.3015199751665503,0.2660820250049179,0.30807101749863686,0.3294832400931922,0.3041619198930261,0.331098471737474,0.2930823004437577,0.2912220072139792,0.28234845345736015,0.2811124019702887,0.3541589749815519,0.2456260532239285,0.32821720423633444,0.28255470825738427,0.33316418139784854,0.3451098334058178,0.26537058347520315,0.3905441038007661,0.3798127251380159,0.2708424447485457,0.2682809329332469,0.31875308664556434,0.34976546460652774,0.27340566448168196,0.26496026618740026,0.3072983956416369,0.3225091549595532,0.2642865068162025,0.3511827025924211,0.29752772080073564,0.33386059340113255,0.30556955836835514,0.3029339196895872,0.3558842751872241,0.29119158400684775,0.3072524660794195,0.30772828060270463,0.2971920419366133,0.3367934931233002,0.33634873310402047,0.2954748506804069,0.27018607980309184,0.317283141043582,0.3163644445812801,0.3217982370784607,0.27924756513564697,0.23593643725325225,0.35682093640022833,0.3369024254063556,0.26404016949278547,0.2445073244136788,0.3387471904931322,0.33445403649124833,0.3117184410584002,0.3242716718710087,0.2593229915419602,0.3099955927303234,0.31979833417605186,0.3930757498195868,0.28135018832818354,0.2833671309755293,0.31805937617334906,0.22710681643363873,0.2965291149209157,0.3540768683751646,0.2823772826836147,0.342794981455682,0.2103925410421946,0.28718777657703615,0.3003352857616032,0.34881528534092654,0.3009146253535508,0.306603938179857,0.21276581832470234,0.245065717411152,0.2989285553781713,0.30599951036401585,0.2995779481159389,0.31487870171452004,0.287537896850686,0.2934746218530198,0.31632878745614085,0.32179551577400317
Analog Watch,0.29204999438089074,0.314966585162951,0.9999999999999997,0.3446860718921713,0.2635445230052227,0.23677768413807448,0.39785093432934965,0.28890754517914446,0.2155465017453047,0.2336977861028041,0.34854512140762395,0.30436193683677093,0.2682418964039197,0.217864914562282,0.2884998614186698,0.25073489979824104,0.27855997633008495,0.2917646167115555,0.2338000641545003,0.3440873762221104,0.2706567796659756,0.28558559413336015,0.2726849049607617,0.22693537642626513,0.3383002908887939,0.32730740418130155,0.31877981379276876,0.28185366046185384,0.26500544133641446,0.24602267340732292,0.29731417126369397,0.27466817124053283,0.2932894307550039,0.3010784009680937,0.3571359131855885,0.3076476842008189,0.30579850757034427,0.2520974576317373,0.28786673599936285,0.2708734923141076,0.29193887151868986,0.25914051060373045,0.2831856799653952,0.31326121698683657,0.310209782217305,0.35381112004594917,0.24874193685414764,0.34439780089651406,0.21654009125417134,0.2693011108923313,0.29550199850546693,0.30560972245167556,0.2283686976815795,0.23115191577391225,0.2619505757802155,0.27651373638007315,0.25106323138767,0.2388082636000445,0.280323028219998,0.45353222975941454,0.3956177723676202,0.3198580652037583,0.27080466429304695,0.3259855075655223,0.28635344016507086,0.2679480168625581,0.32697885785700537,0.24912351682310332,0.28667998837477326,0.27981765496770294,0.3304175251286192,0.3007013485970229,0.2634327362680353,0.22797398913561168,0.28628174123603434,0.28277965567454155,0.26913623306984985,0.317819128590498,0.3247630414779034,0.3373969950579502,0.26850748139708325,0.2578708887472938,0.33047632021274315,0.24881270850112902,0.21031407896065368,0.31033085568734153,0.2906849801706114,0.25396089477612716,0.2835093997741014,0.26825656546438015,0.25298856795797803,0.2928208395563403,0.28152633255124937,0.2984951578289262,0.306716284191828,0.2752990398445222,0.27534694470720666,0.3153969407393956,0.33107152962874686,0.26669411384769764,0.36223520411244303,0.2994804679469304,0.3335167612562546,0.29077018774763946,0.3190950088072938,0.20994328419670605,0.2485918911361666,0.28174397004132506,0.25124559260126816,0.19188311002445213,0.22486023297957886,0.26067875916028566,0.3031156899847035,0.28773295914509806,0.28692535557611043,0.3405769424419692,0.2942106581909159,0.3100387584079164,0.3126451442743232,0.24378763478332355
Analog Watch Pro,0.28692804639332803,0.3047631436498645,0.3446860718921713,0.9999999999999994,0.3401390133320359,0.2721342214615836,0.34405509703525616,0.3592716923224179,0.2666971906259756,0.23606810150646584,0.2766800629670179,0.35638447618693736,0.3424245959186213,0.2946567744759914,0.30530889393774113,0.42092915516933854,0.28623044895317507,0.3260160812615218,0.3157117296686145,0.3261669638410415,0.30966014677288844,0.38036546915384895,0.25727668452437125,0.2842792420120949,0.37510360882317134,0.3639632172141142,0.3609382651928866,0.18787106528416248,0.2547926424389081,0.26858688994576857,0.339695755883201,0.3686706847681571,0.3092905432625254,0.3493349899496253,0.3208389189288937,0.29102113288747133,0.2544248207472164,0.2895334496842825,0.30826142978180965,0.29149860749589007,0.2984980236932204,0.32802417054461513,0.3161515994927687,0.26037383522580354,0.3747839982265144,0.39391255331456715,0.2951274541079978,0.28911856205453346,0.28086691183680934,0.30868407630091743,0.31693665625603407,0.28784866972660256,0.3077745335047963,0.28887030446173756,0.343723284325476,0.2697067844400842,0.2647494612083078,0.2747746972933943,0.33832494092909954,0.37676370144105364,0.29770366803606785,0.29880614374615305,0.3363199236924633,0.34080099907459144,0.3214156278857364,0.2849017927651024,0.36404730460493373,0.30750071844950977,0.32936700745960534,0.3619980158060432,0.33261861901457984,0.27534783671719615,0.29374225133760357,0.34301172842981253,0.3743500957218351,0.30886975143138246,0.305084145399665,0.28910109961107,0.29980998353636357,0.3345191571950721,0.2963393941802124,0.25715067817178017,0.30987081318879084,0.35251240641915943,0.2905415630132874,0.3276738189759419,0.2623463968296016,0.3122504379615353,0.2578398667456352,0.3085937252253883,0.24062287290172138,0.3067183758737036,0.33174713873231204,0.42642268720451515,0.3746328291064486,0.3814617442256569,0.35666134032059754,0.38028161270808736,0.30518166251783996,0.3462876753087696,0.2921881848023367,0.29854468909912957,0.3588633356078727,0.36866480798359036,0.31124652336789105,0.2546708729956702,0.3017898948033921,0.33892878554179806,0.22986679783147806,0.29506461981589743,0.26683060141880605,0.2897028635292145,0.33838923934573634,0.29738926096989843,0.36296762203910204,0.3260904666950602,0.288580039684712,0.2935689273306456,0.23575687501435066,0.3092889214181535
Art Supplies Kit,0.3058688141449187,0.3278594898858374,0.2635445230052227,0.3401390133320359,1.0000000000000002,0.2530203163996515,0.23177884910486674,0.34286288485612093,0.2576575586580392,0.2881634626885903,0.30987607435043474,0.2904603591831654,0.27890111639015375,0.2819377716048234,0.3465120925922928,0.31195342055672776,0.26143984549675525,0.279658831134599,0.2585176327150348,0.26913819598275845,0.2742124956699105,0.3370163278248831,0.3048167433095249,0.26571020025605063,0.29059783076617096,0.29173699393942576,0.3345651658006305,0.2851463706545158,0.2803724110289504,0.33179066369699783,0.26900511560952733,0.2645345326996622,0.31094987622064807,0.2853634963013788,0.26410286067762334,0.2688320756705316,0.281708884299274,0.33225414058670827,0.31811364646391427,0.33450046996261884,0.26554844007739353,0.27457288896541954,0.3100711821146506,0.31239504789615496,0.32424797831493757,0.23276681899903268,0.35252515710911975,0.29932549236756095,0.3066932402629709,0.33238354912832035,0.23605650023982178,0.27780784967100186,0.3104319052457999,0.24631204401955606,0.26953866391044273,0.32532198846490246,0.2626282899068954,0.2652331016308029,0.24136523464338427,0.2816975276568946,0.2415125366074931,0.2862576843552019,0.2985044025292817,0.28895490897509213,0.27198744793724294,0.2874578755231651,0.3254791868963616,0.3348801305015492,0.34247917408797995,0.2553802129742494,0.2279583134794523,0.28350325696491935,0.2628297246387768,0.27286207579290866,0.259185767364161,0.34027361595176536,0.29399727659575536,0.24383078232843625,0.32057823129251695,0.31546459088014633,0.23622444846644453,0.33839547704257755,0.2695442941586165,0.25710562084035754,0.3036417885073947,0.35202516439959003,0.28408428192662083,0.3709700557482356,0.26267027700917195,0.2689815090622384,0.3173641578089094,0.3354215121469099,0.2521988110255191,0.3353231905564669,0.32404152306121226,0.4318022944264772,0.27773611500045126,0.246562442121955,0.24444937859357901,0.23342862977730372,0.2801257538642449,0.30330907568778354,0.273375782834132,0.3037672795825017,0.279022909481073,0.3287240639341662,0.23593420230920645,0.2633951834292375,0.3112456921309591,0.3299570851879406,0.2350635311558248,0.3067300692515348,0.3057695195533278,0.25897167263801046,0.26608510302398003,0.34845904298808306,0.2972451275494018,0.2521933782462069,0.30689480840758715,0.2596979128969861
Art Supplies Kit Pro,0.2948400903257044,0.27767386967565066,0.23677768413807448,0.2721342214615836,0.2530203163996515,1.0000000000000002,0.25820419594071337,0.3244516290849183,0.2909552603043447,0.244893130789178,0.26786322543804786,0.23206973381959545,0.31289456181265995,0.2014298403761619,0.24383411359365037,0.2972366044268284,0.23445888451019392,0.20530832971690666,0.19880526621195863,0.2978890829615567,0.35433081683361856,0.2488536083888473,0.32417514765720506,0.23796403584745607,0.2325936099489028,0.2862359010495424,0.3508246802455226,0.358545976055343,0.25123548865432177,0.27398333045776124,0.2657668636815751,0.2533105242010324,0.24992742542981083,0.23396685661579864,0.35294161124707923,0.2382725827579843,0.39665931617308803,0.27025613828467465,0.33324827844693405,0.3678292243708594,0.2829063287058888,0.26889631812713854,0.285733440585058,0.27279735838662933,0.2766365458067513,0.2425056563543928,0.3440478588729624,0.43106531456551317,0.24291358505958266,0.26543106519713017,0.23856288753526497,0.24232915284893647,0.25040191811205825,0.23451554544147374,0.31518247311332026,0.2609457013279839,0.29125386965382527,0.276194716039136,0.31635127182223155,0.27423669553494473,0.2961790786727138,0.27357333573563997,0.3077003447172317,0.2776467732372027,0.25045626996346276,0.29644464418751965,0.2362721148799087,0.20499638845287885,0.3254105582284355,0.2546635796551025,0.24224669152264347,0.3190743651830049,0.2429796570532931,0.31032706570510044,0.31047471763090945,0.3922750902432952,0.3022222998645023,0.2659520985113544,0.3822695840021254,0.3273460285783067,0.3207447781037576,0.2701446072023387,0.22658920887456174,0.2226358962854686,0.2468969820748904,0.2809770725713082,0.2985083621532094,0.3574645437441923,0.31063810580643536,0.3356056271323099,0.31176310117979417,0.2562266467703872,0.2936837063531578,0.31159829565278396,0.30617437512565565,0.3083107256214076,0.25066077269071824,0.27493043754835156,0.3100474366169303,0.30285263089425024,0.3048443588971059,0.2989777301701302,0.2085370060383238,0.2542285875783632,0.21418926841280952,0.30391663361475607,0.22321091641661966,0.27152059612928553,0.21344978965677308,0.2151141202609052,0.3045896700047255,0.28134421584765423,0.33255531584983616,0.20367423152764202,0.2920152789898984,0.2368110548131559,0.4051856925553836,0.3518960373120853,0.26915683103471616,0.2670333173642146
Backpack,0.29724918843283105,0.27933284094401856,0.39785093432934965,0.34405509703525616,0.23177884910486674,0.25820419594071337,1.0000000000000002,0.2576339322299278,0.25111400224511493,0.26525440237153886,0.28905782479863046,0.26418388976085627,0.2243752206359599,0.23293418854544412,0.32402938115851976,0.25369676255757256,0.29536273582114936,0.2779608452252701,0.2522761492319991,0.31538554016415954,0.3513669174226431,0.33357446355582515,0.28654798528161246,0.2589465514954592,0.3348136463117053,0.3363734636543608,0.27581192193491205,0.24894665560320736,0.2863237427863189,0.24223056540861077,0.24926764611535462,0.2734987171612976,0.22483877289458654,0.3104711202701257,0.29054207975394186,0.28447438863409424,0.3401055129932232,0.23741007933962371,0.25807025749065055,0.2786329203703283,0.24976701470112714,0.25097094714497753,0.3242902367321146,0.23411368460216414,0.3343716252291227,0.3148423583226769,0.2620340687074757,0.34861676884421816,0.20927485849010208,0.25061370630032515,0.263318580825746,0.29653507750148095,0.24495074420369256,0.20846451750125367,0.27907884552105483,0.2668117147796728,0.22528848313709368,0.24035592124822935,0.2962921714443228,0.4023631874852079,0.2783866537745641,0.2673185939565602,0.26756321082443485,0.2712884988716483,0.23410060112826464,0.2614038364921859,0.30416232122875736,0.22303354659070385,0.2866370375128326,0.2699259980518296,0.2628203355871168,0.31686960234879413,0.2492590305847776,0.2970577894528617,0.3422582776545378,0.30115182949589625,0.29024893325080914,0.254788625027261,0.27011723889962863,0.32895048606760896,0.26386019580619746,0.2581478220688026,0.2889437652432718,0.3467818821983521,0.255221131623644,0.2691218532960973,0.3247319867461724,0.2914079049218605,0.3040114055610563,0.29703913602738274,0.2995446720509245,0.2987932106536696,0.2922717508255529,0.30604159526160346,0.401779262608547,0.3258753503414398,0.2998780012911596,0.25866545177441796,0.36578188740574974,0.30018017311046974,0.264534846241692,0.3017674357795716,0.2726890844791239,0.25897528710758266,0.31532292378974164,0.2814626953065459,0.2250830327292733,0.25969157459068326,0.2736363696848486,0.2496854772627197,0.2740069182016277,0.27210941848670755,0.3205970943951981,0.32094739502712155,0.2504698841411003,0.35635650922982265,0.2946493385647361,0.2595960634118557,0.3033670016725961,0.291585753149363
Backpack Pro,0.35098866736330514,0.343444022440882,0.28890754517914446,0.3592716923224179,0.34286288485612093,0.3244516290849183,0.2576339322299278,0.9999999999999997,0.3078079252104161,0.2869771512940886,0.28555432020972504,0.289934388563813,0.2874350146827043,0.31271162398900176,0.36178541894342975,0.3347002382152722,0.2638179735320338,0.2842926911553568,0.3230403571406321,0.3639344066162501,0.28118193514423695,0.34478634123434815,0.3430402392167383,0.35751772786701336,0.3910713610984499,0.36880559751582515,0.32667824791718486,0.3266917358261991,0.2840239710662445,0.3560946441361498,0.3467266291591173,0.3049695692404907,0.3152275706196715,0.3089381910111987,0.3434566265923138,0.2704309152899619,0.2658289739199692,0.266292024534143,0.3374733606243116,0.36483727908924185,0.35521347384452395,0.3189580018967493,0.3570956476963667,0.3003877247355847,0.46936472402353235,0.3603138778035975,0.27113733451566197,0.32497009098394375,0.2732652533726452,0.34852400680021633,0.3492736943371132,0.3513976234037553,0.367044705736205,0.2993622187492141,0.30001051752235675,0.31473421222563597,0.32207962207674723,0.306888530740554,0.3874230218133622,0.39249707123669264,0.2871241652706312,0.3090386701876512,0.35149900509052834,0.2791546403730381,0.31005063111634673,0.24278344287356862,0.32950522542062916,0.3459090715469653,0.3482073734811321,0.30366363154634185,0.34865938939791286,0.29500351173355227,0.3265406901928197,0.2909357825857408,0.277511547145388,0.31831776160894304,0.3536202411154196,0.2679029942284305,0.3352634135192389,0.3275720638507045,0.268115677996735,0.29809462814592536,0.31883918549540313,0.2905004596146624,0.29206118146938825,0.39408874507891867,0.2974607276601165,0.2582716079425135,0.33440922781496685,0.36167704257796784,0.24811694476978471,0.3835364023443601,0.35208069115374735,0.36691707194729806,0.3690256435055347,0.31835528166571536,0.2622825278462393,0.3291211464290527,0.3496666832169615,0.3034429132004274,0.29120819713790747,0.3369449519298741,0.31132244851446095,0.3444844030720051,0.3212917001754432,0.33603838285022525,0.3087747471939868,0.3547076657264612,0.2833037011191516,0.33795907743139003,0.29418829342566855,0.31980529894762566,0.3668042883182053,0.33125071499303044,0.28959550594032846,0.3489058067860333,0.3442856394924054,0.3157887593158996,0.30998010230349043,0.3029894102504255
Bedsheet Set,0.2897020398682998,0.305989973930367,0.2155465017453047,0.2666971906259756,0.2576575586580392,0.2909552603043447,0.25111400224511493,0.3078079252104161,1.0000000000000002,0.2626236995686374,0.2236080223205905,0.24600332338810052,0.22146251747074058,0.2259152266740047,0.24633885467965366,0.26721843318123306,0.2952960553311296,0.2625765808623214,0.2978834269160953,0.24944888392619977,0.3063943117391676,0.2882429734656296,0.2870306625790353,0.25824476818465775,0.2790173041145654,0.28082880652448383,0.264747169769549,0.2970564652179246,0.20438218616699633,0.32265137412427347,0.3195515722276082,0.31181765136778805,0.22843657110521354,0.29770678310705717,0.26831239945105123,0.225626206258015,0.3410483653530401,0.31973728983103455,0.28376710900111907,0.30724165606483866,0.2298904659754265,0.20163692362475488,0.21336332840330946,0.30839459048043705,0.2910928664412187,0.2674398922184916,0.2110082096448892,0.3805230844442947,0.2569215869675187,0.23658644270212448,0.2582607622433925,0.2891962724959938,0.2706325140951872,0.30550924433106097,0.29643889701543125,0.3314630231066868,0.280317153364986,0.27176807409758824,0.25049116041375746,0.24518074004481677,0.297000390299583,0.23389787371349846,0.28339756809428124,0.31829206733117,0.2672852082370751,0.3409357681353542,0.3057416817670259,0.36109009590866425,0.2525926787087308,0.2527147794897834,0.25491858910138504,0.22161039479734848,0.2319209218821998,0.28345012050199153,0.2800216060873105,0.2740650117172398,0.3372377428405839,0.2563063501055407,0.23217052235496338,0.32438598973032823,0.2722225608791587,0.22792024298180286,0.24939602017772444,0.24602891172558267,0.2365267671613341,0.23628948441224593,0.2816460621648005,0.19788410641101956,0.3307524080165417,0.257145993399796,0.2808190955971455,0.26282712378160417,0.21021153293778633,0.22604833059434726,0.27547234110581587,0.25099651840991244,0.27797474714006665,0.3020973543680586,0.21428000367072916,0.2652884165476751,0.3339339957766413,0.2571328213758558,0.2621054463866497,0.3305818075187925,0.24117368890082969,0.2561116821439775,0.22561429214324902,0.3017668762926501,0.2716771278690414,0.23416436047035194,0.22834206716227054,0.29936190393653783,0.24582342290412107,0.2310251325697529,0.3162905119688784,0.31638033947476335,0.3080932486287388,0.3245720793268425,0.25129263690137893,0.27076993795128346
Bedsheet Set Pro,0.30257228975347994,0.30006611739858025,0.2336977861028041,0.23606810150646584,0.2881634626885903,0.244893130789178,0.26525440237153886,0.2869771512940886,0.2626236995686374,1.0,0.351062343200202,0.2658957754140925,0.2663012800007878,0.2322311362369339,0.3026246924123852,0.2591579137159856,0.2996564564762981,0.26411812634683596,0.2379234356526533,0.2692694347808009,0.3469174303885413,0.2784633011516171,0.279188294749007,0.2354584651095409,0.2867880210263722,0.34841242065070493,0.2507075471302547,0.28330385108746514,0.2887476691387259,0.2569575180854469,0.2968916199278213,0.32365882800200785,0.28221485189562434,0.26067857625294566,0.28103508731663873,0.2420098519406509,0.27735153074885416,0.2937926102079599,0.30699950389009956,0.2770620842357224,0.29134195591885775,0.16901570972063273,0.2683768695247203,0.23682334036154773,0.24786340343987345,0.30486322184633513,0.2729577515091368,0.28618199876026373,0.25621897551728845,0.32224705126668673,0.26703661338758544,0.2741077713222898,0.4443831365899124,0.2630180596105793,0.26679500731388817,0.26431009629127294,0.28994374407743856,0.2781101121275234,0.19414345561720667,0.28003945213134135,0.22144566916149197,0.204028320324751,0.22315507429756476,0.33558810768720376,0.23182900714440186,0.3334100956614634,0.3255436041612633,0.3559827395308896,0.3271743610015594,0.28169005330964886,0.24693852892081997,0.31505153082238607,0.25843324949052815,0.2713454890214795,0.26968604466091195,0.3374438976155438,0.32185882297163226,0.2590950443203388,0.25607719000339524,0.32613402816613457,0.2681452185576207,0.3149684990477392,0.2411328990272577,0.23815598655036402,0.28203303556373843,0.24082914789759163,0.28403289320009545,0.28401615272802316,0.3079344035213138,0.2749632251522163,0.2848040076381735,0.2601520385522748,0.3420671904224113,0.246369847183132,0.24273838927566865,0.32447047564038733,0.311616567244474,0.28672043343311426,0.28011887101173544,0.3052104598145582,0.21892870372082163,0.2880694642266562,0.2519609511619638,0.27916318830954856,0.26862435267815993,0.22025120063280562,0.3095519656576483,0.30370438432663177,0.24663226533502092,0.2707156956897925,0.253440009889158,0.17452578700470278,0.26379815310617316,0.27978043652116175,0.2476758767111136,0.26414237961891585,0.31927501132028385,0.2830248387613429,0.2558615939359494,0.3100187296474142
